master_list_code	master_list_celltype	master_list_code_combined	Cell type/tissue	source	experiment	URL	comments
DS17765	fMuscle_arm	fMuscle_arm-DS17765	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS19391	fPlacenta	fPlacenta-DS19391	Fetal_Placenta	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K27ac.H-24996.Histone.DS23301_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS19391	fPlacenta	fPlacenta-DS19391	Fetal_Placenta	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K4me1.H-24996.Histone.DS23027_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS19391	fPlacenta	fPlacenta-DS19391	Fetal_Placenta	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K4me3.H-24996.Histone.DS23300_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS17825	fMuscle_arm	fMuscle_arm-DS17825	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS20346	fPlacenta	fPlacenta-DS20346	Fetal_Placenta	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K27ac.H-24996.Histone.DS23301_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS20346	fPlacenta	fPlacenta-DS20346	Fetal_Placenta	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K4me1.H-24996.Histone.DS23027_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS20346	fPlacenta	fPlacenta-DS20346	Fetal_Placenta	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K4me3.H-24996.Histone.DS23300_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS17848	fMuscle_arm	fMuscle_arm-DS17848	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS20793	fPlacenta	fPlacenta-DS20793	Fetal_Placenta	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K27ac.H-24996.Histone.DS23301_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS20793	fPlacenta	fPlacenta-DS20793	Fetal_Placenta	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K4me1.H-24996.Histone.DS23027_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS20793	fPlacenta	fPlacenta-DS20793	Fetal_Placenta	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K4me3.H-24996.Histone.DS23300_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS18080	fMuscle_arm	fMuscle_arm-DS18080	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS21111	fPlacenta	fPlacenta-DS21111	Fetal_Placenta	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K27ac.H-24996.Histone.DS23301_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS21111	fPlacenta	fPlacenta-DS21111	Fetal_Placenta	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K4me1.H-24996.Histone.DS23027_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS21111	fPlacenta	fPlacenta-DS21111	Fetal_Placenta	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Placenta.H3K4me3.H-24996.Histone.DS23300_VS_UW.Fetal_Placenta.Input.H-24996.Histone.DS23024.fc.signal.bigwig	
DS18176	fMuscle_arm	fMuscle_arm-DS18176	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS18379	fMuscle_arm	fMuscle_arm-DS18379	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS18452	fMuscle_arm	fMuscle_arm-DS18452	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS18473	fMuscle_arm	fMuscle_arm-DS18473	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS18559	fMuscle_arm	fMuscle_arm-DS18559	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS18992	fMuscle_arm	fMuscle_arm-DS18992	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS19051	fMuscle_arm	fMuscle_arm-DS19051	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS19053	fMuscle_arm	fMuscle_arm-DS19053	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS19270	fMuscle_arm	fMuscle_arm-DS19270	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS19295	fMuscle_arm	fMuscle_arm-DS19295	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS19380	fMuscle_arm	fMuscle_arm-DS19380	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS19439	fMuscle_arm	fMuscle_arm-DS19439	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS19646	fMuscle_arm	fMuscle_arm-DS19646	Fetal_Muscle_Arm	ROADMAP	ChromatinAccessibility		
DS17767	fMuscle_back	fMuscle_back-DS17767	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS17850	fMuscle_back	fMuscle_back-DS17850	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS18083	fMuscle_back	fMuscle_back-DS18083	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS18377	fMuscle_back	fMuscle_back-DS18377	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS18454	fMuscle_back	fMuscle_back-DS18454	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS18468	fMuscle_back	fMuscle_back-DS18468	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS18842	fMuscle_back	fMuscle_back-DS18842	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS19117	fMuscle_back	fMuscle_back-DS19117	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS19384	fMuscle_back	fMuscle_back-DS19384	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS19441	fMuscle_back	fMuscle_back-DS19441	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS19648	fMuscle_back	fMuscle_back-DS19648	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS20244	fMuscle_back	fMuscle_back-DS20244	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS20789	fMuscle_back	fMuscle_back-DS20789	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS21048	fMuscle_back	fMuscle_back-DS21048	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS17429	fMuscle_leg	fMuscle_leg-DS17429	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS18386	fMuscle_leg	fMuscle_leg-DS18386	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS18456	fMuscle_leg	fMuscle_leg-DS18456	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS18471	fMuscle_leg	fMuscle_leg-DS18471	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS18844	fMuscle_leg	fMuscle_leg-DS18844	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS19115	fMuscle_leg	fMuscle_leg-DS19115	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS19158	fMuscle_leg	fMuscle_leg-DS19158	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS19272	fMuscle_leg	fMuscle_leg-DS19272	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS19291	fMuscle_leg	fMuscle_leg-DS19291	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS19382	fMuscle_leg	fMuscle_leg-DS19382	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS19436	fMuscle_leg	fMuscle_leg-DS19436	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS19643	fMuscle_leg	fMuscle_leg-DS19643	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS20239	fMuscle_leg	fMuscle_leg-DS20239	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS20797	fMuscle_leg	fMuscle_leg-DS20797	Fetal_Muscle_Leg	ROADMAP	ChromatinAccessibility		
DS18174	fMuscle_lower_limb	fMuscle_lower_limb-DS18174	Fetal_Muscle_Lower_Limb_Skeletal	ROADMAP	ChromatinAccessibility		
DS17827	fMuscle_trunk	fMuscle_trunk-DS17827	Fetal_Muscle_Trunk	ROADMAP	ChromatinAccessibility		
DS20242	fMuscle_trunk	fMuscle_trunk-DS20242	Fetal_Muscle_Trunk	ROADMAP	ChromatinAccessibility		
DS16530	fStomach	fStomach-DS16530	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS16530	fStomach	fStomach-DS16530	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS16530	fStomach	fStomach-DS16530	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS20544	fMuscle_trunk	fMuscle_trunk-DS20544	Fetal_Muscle_Trunk	ROADMAP	ChromatinAccessibility		
DS17172	fStomach	fStomach-DS17172	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17172	fStomach	fStomach-DS17172	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17172	fStomach	fStomach-DS17172	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS19283	fMuscle_upper_back	fMuscle_upper_back-DS19283	Fetal_Muscle_Back	ROADMAP	ChromatinAccessibility		
DS17325	fStomach	fStomach-DS17325	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17325	fStomach	fStomach-DS17325	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17325	fStomach	fStomach-DS17325	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17661	fMuscle_upper_limb_sk	fMuscle_upper_limb_sk-DS17661	Fetal_Muscle_Upper_Limb_Skeletal	ROADMAP	ChromatinAccessibility		
DS17659	fStomach	fStomach-DS17659	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17659	fStomach	fStomach-DS17659	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17659	fStomach	fStomach-DS17659	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17664	fMuscle_upper_trunk	fMuscle_upper_trunk-DS17664	Fetal_Muscle_Upper_Trunk	ROADMAP	ChromatinAccessibility		
DS17750	fStomach	fStomach-DS17750	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17750	fStomach	fStomach-DS17750	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17750	fStomach	fStomach-DS17750	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17445	fOvary	fOvary-DS17445	Fetal_Ovary	ROADMAP	ChromatinAccessibility		
DS17878	fStomach	fStomach-DS17878	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17878	fStomach	fStomach-DS17878	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17878	fStomach	fStomach-DS17878	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17639	fPlacenta	fPlacenta-DS17639	Fetal_Placenta	ROADMAP	ChromatinAccessibility		
DS17963	fStomach	fStomach-DS17963	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17963	fStomach	fStomach-DS17963	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17963	fStomach	fStomach-DS17963	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS17744	fPlacenta	fPlacenta-DS17744	Fetal_Placenta	ROADMAP	ChromatinAccessibility		
DS18389	fStomach	fStomach-DS18389	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS18389	fStomach	fStomach-DS18389	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS18389	fStomach	fStomach-DS18389	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS19391	fPlacenta	fPlacenta-DS19391	Fetal_Placenta	ROADMAP	ChromatinAccessibility		
DS18821	fStomach	fStomach-DS18821	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS18821	fStomach	fStomach-DS18821	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS18821	fStomach	fStomach-DS18821	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS20346	fPlacenta	fPlacenta-DS20346	Fetal_Placenta	ROADMAP	ChromatinAccessibility		
DS19933	fStomach	fStomach-DS19933	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS19933	fStomach	fStomach-DS19933	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS19933	fStomach	fStomach-DS19933	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS20793	fPlacenta	fPlacenta-DS20793	Fetal_Placenta	ROADMAP	ChromatinAccessibility		
DS20079	fStomach	fStomach-DS20079	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS20079	fStomach	fStomach-DS20079	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS20079	fStomach	fStomach-DS20079	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS21111	fPlacenta	fPlacenta-DS21111	Fetal_Placenta	ROADMAP	ChromatinAccessibility		
DS20349	fStomach	fStomach-DS20349	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS20349	fStomach	fStomach-DS20349	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS20349	fStomach	fStomach-DS20349	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS10987	fSkin	fSkin-DS10987	Fetal_Skin	ROADMAP	ChromatinAccessibility		
DS20546	fStomach	fStomach-DS20546	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS20546	fStomach	fStomach-DS20546	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS20546	fStomach	fStomach-DS20546	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS19558	fSkin_fibro_abdomen	fSkin_fibro_abdomen-DS19558	Fibroblasts_Fetal_Skin_Abdomen	ROADMAP	ChromatinAccessibility		
DS20791	fStomach	fStomach-DS20791	Fetal_Stomach	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K27ac.H-24683.Histone.DS22929_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS20791	fStomach	fStomach-DS20791	Fetal_Stomach	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me1.H-24776.Histone.DS22597_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS20791	fStomach	fStomach-DS20791	Fetal_Stomach	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Stomach.H3K4me3.H-24639.Histone.DS22598_VS_UW.Fetal_Stomach.Input.H-24639.Histone.DS22596.fc.signal.bigwig	
DS19561	fSkin_fibro_abdomen	fSkin_fibro_abdomen-DS19561	Fibroblasts_Fetal_Skin_Abdomen	ROADMAP	ChromatinAccessibility		
DS19174	fSkin_fibro_back	fSkin_fibro_back-DS19174	Fibroblasts_Fetal_Skin_Back	ROADMAP	ChromatinAccessibility		
DS19233	fSkin_fibro_back	fSkin_fibro_back-DS19233	Fibroblasts_Fetal_Skin_Back	ROADMAP	ChromatinAccessibility		
DS16490	fThymus	fThymus-DS16490	Fetal_Thymus	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS16490	fThymus	fThymus-DS16490	Fetal_Thymus	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me1.H-24644.Histone.DS22601_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS16490	fThymus	fThymus-DS16490	Fetal_Thymus	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K4me3.H-24644.Histone.DS21539_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
DS19857	fSkin_fibro_bicep_L	fSkin_fibro_bicep_L-DS19857	Fibroblasts_Fetal_Skin_Biceps_Left	ROADMAP	ChromatinAccessibility		
DS16841	fThymus	fThymus-DS16841	Fetal_Thymus	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Fetal_Thymus.H3K27ac.H-24644.Histone.DS21783_VS_UW.Fetal_Thymus.Input.H-24644.Histone.DS21508.fc.signal.bigwig	
